location,county,date,visitor,algaeobserved,algalid,cyanobacteriadominant,toxinpresent,mcvalue,mcqualifier,cylvalue,cylqualifier,anavalue,anaqualifier,saxvalue,saxqualifier,nodvalue,nodqualifier,othertoxins,comments,datetime,latitude,longitude,sampledepth,picurl
Lake Rowena - NE Corner,Orange,7/6/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,Yes,,,0.18,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 0.18 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.); Nodularin: not detected,Bloom persistent throughout lake,7/6/2021 19:00,28.572379,-81.3575216,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2504/attachments/2249?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Anderson - Center ,Orange,6/30/2021,County,No,Dominant taxon: Cylindrospermopsis raciborskii,Yes,Yes,,,1.2,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 1.2; Nodularin: not detected,Collected by Orange County,6/30/2021 13:45,28.499,-81.337,0.3,
Lake Washington - Center (LWC),Brevard,6/30/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,Matrix :  Fresh - Salinity : 0.27ppt,6/30/2021 13:13,28.14776867,-80.74361653,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2483/attachments/2243?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Jesup - Center (OW-CTR),Seminole,6/29/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,Yes,0.46,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,6/29/2021 14:12,28.7268,-81.2111,0.3,
Rodman Reservoir - Rodman Dam Road,Putnam,6/24/2021,SJRWMD,No,Dominant taxon: Microcystis aeruginosa,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,6/24/2021 17:08,29.52106667,-81.80638333,0.3,
Stick Marsh - North (STKM),IndianRiver,6/24/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,6/24/2021 12:23,27.81065,-80.724854,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2465/attachments/2232?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Blue Cypress Lake - Center (BCL),IndianRiver,6/23/2021,SJRWMD,No,Dominant taxon: Microcystis wesenbergii,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,6/23/2021 14:30,27.7266,-80.7536,0.3,
Lake Willisara - Center,Orange,6/21/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis sp.,Yes,Yes,0.29,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,6/21/2021 18:28,28.5079299,-81.3613963,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2411/attachments/2191?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Monroe - Center (LMAC),Volusia,6/16/2021,SJRWMD,No,Dominant taxon: Cylindrospermopsis raciborskii,Yes,Yes,,,0.2,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 0.20 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.); Nodularin: not detected; Saxitoxins: not detected,,6/16/2021 16:54,28.83496,-81.27091,0.3,
Lake Jesup - Center (OW-CTR),Seminole,6/16/2021,SJRWMD,Yes,Dominant taxon: Microcystis aeruginosa,Yes,Yes,0.47,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,6/16/2021 14:56,28.7268,-81.2111,0.3,
Lake Washington - Center (LWC),Brevard,6/16/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,6/16/2021 12:38,28.142439,-80.746111,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2400/attachments/2184?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Rodman Reservoir - Buckman lock,Putnam,6/15/2021,DEP_NE_ROC,Yes,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,Green water. Comments by lock staff that bloom peaked late last week.,6/15/2021 16:20,29.5458546,-81.7286119,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2392/attachments/2180?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
SJR - Shands Bridge (20030157),StJohns,6/15/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,6/15/2021 14:11,29.98163056,-81.62213889,0.3,
Doctors Lake - Center (DTL),Clay,6/15/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,6/15/2021 13:29,30.13805556,-81.72722222,0.3,
SJR - Mandarin Point (MP72),Duval,6/15/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,6/15/2021 13:10,30.15666667,-81.68388889,0.3,
Lake George - Center (LEO),Volusia,6/10/2021,SJRWMD,No,Co-dominant taxa were: Microcystis aeruginosa and Planktolyngbya limnetica,Yes,Yes,,,0.23,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 0.23 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.); Nodularin: not detected; Saxitoxins: not detected,,6/10/2021 15:18,29.30830556,-81.60638889,0.3,
Blue Cypress Lake - Center (BCL),IndianRiver,6/10/2021,SJRWMD,Yes,Dominant taxon: Microcystis wesenbergii,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,6/10/2021 14:27,27.7266,-80.7536,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2376/attachments/2171?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Stick Marsh - North (STKM),IndianRiver,6/10/2021,SJRWMD,Yes,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,6/10/2021 12:52,27.81065,-80.724854,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2375/attachments/2170?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Dead River - residential canal S of US 441,Lake,6/9/2021,DEP_CEN_ROC,Yes,Co-dominant taxa were: Microcystis aeruginosa and Cylindrospermopsis raciborskii,Yes,Yes,0.27,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,Slight bloom visible. Water green/turbid but that is not unusual ,6/9/2021 16:08,28.8140523,-81.7601309,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2356/attachments/2155?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Eustis - NW Corner,Lake,6/9/2021,DEP_CEN_ROC,No,Dominant taxon: Microcystis aeruginosa,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,Water is green/turbid but that is not unusual ,6/9/2021 15:37,28.86613,-81.744221,0.3,
Crescent Lake - mouth of Dunns Creek (CRESLM),Putnam,6/9/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,6/9/2021 15:26,29.52955556,-81.55361111,0.3,
Lake Howell - SW corner,Seminole,6/9/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,Yes,0.6,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,6/9/2021 14:55,28.63683693,-81.31773153,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2345/attachments/2153?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Weir - 60 m north of center,Marion,6/8/2021,SJRWMD,Yes,Co-dominant taxa were: Cylindrospermopsis raciborskii and Planktolyngbya limnetica,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,brown bloom present,6/8/2021 15:04,29.01611,-81.94203,0.3,
Gainesville - Depot Pond,Alachua,6/3/2021,County,Yes,Dominant taxon: Aphanizomenon flos-aquae,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,Sampled because public park,6/3/2021 17:30,29.643867,-82.321552,0.3,
Lake Myra - 202 Baker Rd,Putnam,6/3/2021,DEP_NE_ROC,Yes,Dominant taxon: Cylindrospermopsis raciborskii,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,6/3/2021 13:20,29.5522866,-81.6533112,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2290/attachments/2111?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Rowena - NE Corner,Orange,6/2/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,Yes,0.46,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),0.48,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 0.48; Nodularin: not detected,Bloom present throughout entire lake,6/2/2021 18:15,28.572379,-81.3575216,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2281/attachments/2104?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Trout Lake Canal - 35m from FL-19,Lake,6/2/2021,DEP_CEN_ROC,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,6/2/2021 15:57,28.8640931,-81.6871352,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2279/attachments/2103?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Sawgrass Lake - from CWC dock ,Lake,6/2/2021,DEP_CEN_ROC,Yes,Co-dominant taxa were: Microcystis aeruginosa and Aphanizomenon flos-aquae,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected, Light bloom still present,6/2/2021 14:36,28.4336228,-81.6891351,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2278/attachments/2101?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Little Lake Conway - near Lake Conway Woods Community dock,Orange,6/1/2021,County,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,6/1/2021 14:25,28.486427,-81.33667,0.2,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2277/attachments/2100?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Crescent Lake - mouth of Dunns Creek (CRESLM),Putnam,5/27/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,5/27/2021 15:50,29.52955556,-81.55361111,0.3,
Blue Cypress Lake - Center (BCL),IndianRiver,5/27/2021,SJRWMD,Yes,Co-dominant taxa were: Microcystis aeruginosa and Microcystis wesenbergii,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,5/27/2021 14:46,27.7266,-80.7536,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2276/attachments/2097?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Monroe - Center (LMAC),Volusia,5/27/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,5/27/2021 14:29,28.83496,-81.27091,0.3,
Lake George - Center (LEO),Volusia,5/27/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,Yes,0.39,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,5/27/2021 13:57,29.30830556,-81.60638889,0.3,
Lake Washington - Center (LWC),Brevard,5/27/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,5/27/2021 13:49,28.142439,-80.746111,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2275/attachments/2099?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
SJR - Shands Bridge (20030157),StJohns,5/26/2021,SJRWMD,Yes,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,5/26/2021 15:49,29.98163056,-81.62213889,0.3,
Lake Holden - 90m S of Lake Holden Point,Orange,5/26/2021,County,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,5/26/2021 15:45,28.5043,-81.3901,0.3,
Doctors Lake - Center (DTL),Clay,5/26/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,5/26/2021 15:05,30.13805556,-81.72722222,0.3,
SJR - Mandarin Point (MP72),Duval,5/26/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,5/26/2021 14:45,30.15666667,-81.68388889,0.3,
Lake Pearl - Center,Orange,5/26/2021,County,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,5/26/2021 14:35,28.54165,-81.5333,0.3,
Stick Marsh - North (STKM),IndianRiver,5/26/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,5/26/2021 12:47,27.81065,-80.724854,0.3,
Lake Jesup - Center (OW-CTR),Seminole,5/25/2021,SJRWMD,Yes,Dominant taxon: Cylindrospermopsis raciborskii,Yes,Yes,0.29,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),0.21,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 0.21 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.); Nodularin: not detected; Saxitoxins: not detected,,5/25/2021 14:41,28.7268,-81.2111,0.3,
Edgewater Canal - Veterans Memorial Park,Volusia,5/24/2021,County,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,Collected by Volusia County,5/24/2021 17:00,28.973069,-80.893322,0.2,
Lake Weir - Carney Island swim beach,Marion,5/24/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,5/24/2021 16:25,29.0158352,-81.9623768,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2231/attachments/2064?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Weir - N Shore,Marion,5/24/2021,DEP_CEN_ROC,Yes,Dominant taxon: Botryococcus braunii,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,Reddish bloom suspended in column,5/24/2021 15:53,29.0395464,-81.928229,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2230/attachments/2061?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Washington - Center (LWC),Brevard,5/20/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,No bottom reading - too windy,5/20/2021 12:38,28.1424,-80.7461,0.35,
Lake Willisara - Center,Orange,5/19/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,Yes,0.33,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,"Bloom less severe, still suspended in water column",5/19/2021 17:05,28.5079299,-81.3613963,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2193/attachments/2019?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Winnott - 147 Bakers Acres Dr.,Putnam,5/19/2021,DEP_NE_ROC,No,mixed algae; no dominant species in sample,No,Yes,0.23,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,5/19/2021 16:40,29.6511095,-82.047182,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/2192/attachments/2016?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
