"location","datetime","date","latitude","longitude","county","visitor","algaeobserved","sampledepth","algalid","cyanobacteriadominant","toxinpresent","mcvalue","mcqualifier","cylvalue","cylqualifier","anavalue","anaqualifier","saxvalue","saxqualifier","nodvalue","nodqualifier","othertoxins","comments","picurl"
"Swimming Pen Creek - Whitey's Fish Camp",2023-01-31 16:00:00,2023-01-31,30.1010067385337,-81.7466770569925,"Clay","NEROC","Yes",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6516/attachments/3127?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Doctors Lake - Mill Cove",2023-01-31 15:20:00,2023-01-31,30.1240247619781,-81.7275096510862,"Clay","NEROC","Yes",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6515/attachments/3124?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Pineloch - E Shore",2023-01-31 15:15:00,2023-01-31,28.5085137141625,-81.3647846610354,"Orange","CEROC","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.36,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6519/attachments/3135?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Mann - McQueen Park",2023-01-31 14:35:00,2023-01-31,28.5346479412055,-81.423527894767,"Orange","CEROC","No",0.3,"mixed algae; no dominant species in sample","No","Yes",,,0.21,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: 0.21 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.); Nodularin-R: not detected; Saxitoxins: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6518/attachments/3133?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Sunset Lake - W Shore",2023-01-31 14:11:00,2023-01-31,28.536064,-81.413233,"Orange","CEROC","Yes",0.3,"Co-dominant taxa were: Microcystis aeruginosa and Dolichospermum planctonicum","Yes","Yes",2.6,,,,,,0.55,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: 0.55 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)","75 and sunny ","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6517/attachments/3130?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Marian - Boat Ramp",2023-01-30 16:30:00,2023-01-30,27.8727958258241,-81.051980573684,"Osceola","SEROC","No",0.3,"mixed algae; no dominant species in sample","No","Yes",2.5,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6513/attachments/3118?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Georges Lake - Center",2023-01-30 16:20:00,2023-01-30,29.7941261134824,-81.8481383122584,"Putnam","NEROC","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",2.1,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6512/attachments/3115?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Jesup - Center (OW-CTR)",2023-01-26 15:59:00,2023-01-26,28.7268,-81.2111,"Seminole","SJRWMD","No",0.311,"mixed algae; no dominant species in sample","No","Yes",,,,,0.52,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,"Anatoxin-a: 0.52 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.); Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Mostly sunny with moderate winds",
"Wood Lake - E Shore",2023-01-26 15:18:00,2023-01-26,28.6417807,-81.3837928,"Seminole","CEROC","Yes",0.3,"Co-dominant taxa were: Microcystis aeruginosa and Woronichinia sp.","Yes","Yes",0.63,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Sunny with cool temps. Bloom still very visible. ","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6506/attachments/3112?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Monroe - Center (LMAC)",2023-01-26 14:33:00,2023-01-26,28.83496,-81.27091,"Volusia","SJRWMD","No",0.314,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Partly cloudy with high winds",
"Starke Lake - Boat Ramp",2023-01-26 14:31:00,2023-01-26,28.571909564266,-81.5421098494962,"Orange","CEROC","Yes",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","65 and slightly cloudy ","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6503/attachments/3109?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Big Sand Lake - from Dock",2023-01-24 18:02:00,2023-01-24,28.42622237945,-81.4931079890799,"Orange","CEROC","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.19,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","75 and slightly cloudy ","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6498/attachments/3098?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Killarney -N Lobe ",2023-01-24 16:43:00,2023-01-24,28.6044786463899,-81.3719281676682,"Orange","CEROC","Yes",0.3,"Dominant taxon: Dolichospermum circinale","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","75 and slightly cloudy ","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6499/attachments/3101?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Sue - NW Shore",2023-01-24 15:18:00,2023-01-24,28.5790142810406,-81.3582872634798,"Orange","CEROC","Yes",0.3,"mixed algae; no dominant species in sample","No","Yes",0.19,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","70 and slightly cloudy ","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6500/attachments/3104?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Stick Marsh - North (STKM)",2023-01-24 14:13:00,2023-01-24,27.81065,-80.724854,"IndianRiver","SJRWMD","No",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","HAB routine sample no bloom observed","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6497/attachments/3097?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Blue Cypress Lake - Center (BCL)",2023-01-23 15:11:00,2023-01-23,27.7266,-80.7536,"IndianRiver","SJRWMD","No",0.316,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","No Rain","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6496/attachments/3096?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Martha - NE Shore",2023-01-19 14:05:00,2023-01-19,28.609558,-81.272099,"Orange","County","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.18,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6495/attachments/3094?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Burkett - Center",2023-01-19 13:25:00,2023-01-19,28.610256,-81.268014,"Orange","County","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6494/attachments/3092?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Georges Lake - Center",2023-01-18 15:50:00,2023-01-18,29.79628,-81.85102,"Putnam","NEROC","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",2.7,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6491/attachments/3086?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Deep Lake - N Shore",2023-01-17 18:06:00,2023-01-17,28.61442,-81.253094944,"Seminole","CEROC","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.64,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Sunny with a breeze. ","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6490/attachments/3083?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Sunset Lake - W Shore",2023-01-17 17:55:00,2023-01-17,28.536064,-81.413233,"Orange","CEROC","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.81,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,1.1,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: 1.1 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)","70 degrees F and Sunny ","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6488/attachments/3077?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Howell - NW Shore",2023-01-17 17:28:00,2023-01-17,28.6433,-81.317816,"Seminole","CEROC","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Sunny with a breeze.","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6489/attachments/3080?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Sawgrass Lake - from CWC dock",2023-01-17 16:51:00,2023-01-17,28.4336134546859,-81.6891541185937,"Lake","CEROC","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","70 degrees F and sunny ","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6486/attachments/3072?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Washington - Center (LWC)",2023-01-17 13:59:00,2023-01-17,28.142439,-80.746111,"Brevard","SJRWMD","No",0.303,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","HAB routine sample no bloom observed","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6487/attachments/3075?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Ola - NE Shore",2023-01-12 17:40:00,2023-01-12,28.755174,-81.62585,"Orange","CEROC","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.24,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Sunny and windy. Green algae specks observed in water column throughout lake","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6483/attachments/3063?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Swimming Pen Creek - Whitey's Fish Camp",2023-01-12 17:35:00,2023-01-12,30.1010326706988,-81.7464192669227,"Clay","NEROC","No",0.3,"Dominant taxon: Chlamydomonas","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Wimdy","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6482/attachments/3060?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Doctors Lake - Mill Cove",2023-01-12 17:00:00,2023-01-12,30.1249653313478,-81.727400504533,"Clay","NEROC","No",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Wimdy","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6481/attachments/3057?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Doctors Lake - at Camp Echockotee",2023-01-12 16:35:00,2023-01-12,30.1503876126206,-81.7246310559176,"Clay","NEROC","No",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Wimdy","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6480/attachments/3054?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Black Creek - at SR-17",2023-01-12 15:50:00,2023-01-12,30.0421785546287,-81.7116621993111,"Clay","NEROC","No",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Wimdy","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6479/attachments/3051?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Speer - NW Lobe",2023-01-11 18:20:00,2023-01-11,28.483104,-81.602176,"Orange","County","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/6472/attachments/3046?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
